customer_id,recent_purchase,recency,frequency,monetary,R 점수,F 점수,M 점수,RFM세그먼트,RFM스코어,,,R,,F,M
15522,2011-11-07 11:26:00 UTC,33,56,397.99,3,3,2,332,8,,,,,,
14487,2011-11-13 12:17:00 UTC,27,140,1165.48,3,4,3,343,10,,,,,,
15407,2011-11-06 11:55:00 UTC,34,148,1046.74,3,4,3,343,10,,,,,,
17472,2011-06-01 14:57:00 UTC,192,174,697.54,1,4,3,143,8,,,,,,
17523,2011-11-28 13:20:00 UTC,12,33,652.74,4,2,2,422,8,,,,,,
17890,2011-01-21 11:19:00 UTC,323,91,586.89,1,3,2,132,6,,,,,,
17537,2011-11-10 10:56:00 UTC,30,74,887.67,3,3,3,333,9,,,,,,
13849,2011-10-19 10:59:00 UTC,52,101,1537.95,2,4,3,243,9,,,,,,
15392,2011-12-05 11:01:00 UTC,5,84,1535.53,4,3,3,433,10,,,,,,
15148,2011-11-29 08:21:00 UTC,11,20,301.29,4,2,1,421,7,,,,,,
16949,2011-12-06 11:07:00 UTC,4,60,1286.27,4,3,3,433,10,,,,,,
12347,2011-12-07 15:52:00 UTC,3,182,4310,4,4,4,444,12,,,,,,
18240,2011-10-24 13:06:00 UTC,47,6,422.58,3,1,2,312,6,,,,,,
14414,2011-09-09 12:09:00 UTC,92,97,1496.98,2,3,3,233,8,,,,,,
13165,2011-10-24 15:05:00 UTC,47,42,1021.48,3,3,3,333,9,,,,,,
15220,2011-10-19 12:39:00 UTC,52,117,1778.96,2,4,4,244,10,,,,,,
12409,2011-09-22 10:38:00 UTC,79,109,11072.67,2,4,4,244,10,,,,,,
13704,2011-12-04 15:13:00 UTC,6,134,2308.06,4,4,4,444,12,,,,,,
13200,2011-11-20 15:35:00 UTC,20,46,870.09,3,3,3,333,9,,,,,,
15505,2011-10-18 07:56:00 UTC,53,97,3610.96,2,3,4,234,9,,,,,,
16070,2011-11-17 15:50:00 UTC,23,33,852.15,3,2,3,323,8,,,,,,
17997,2011-09-26 16:13:00 UTC,75,164,1962.46,2,4,4,244,10,,,,,,
13924,2011-12-08 09:39:00 UTC,2,117,1838.85,4,4,4,444,12,,,,,,
15068,2011-10-24 14:47:00 UTC,47,104,553.36,3,4,2,342,9,,,,,,
17019,2011-11-28 13:06:00 UTC,12,228,1258.08,4,4,3,443,11,,,,,,
17596,2011-11-16 14:11:00 UTC,24,265,2806.69,3,4,4,344,11,,,,,,
14971,2011-11-04 17:07:00 UTC,36,155,1097.98,3,4,3,343,10,,,,,,
16370,2011-09-18 15:55:00 UTC,83,221,1301.91,2,4,3,243,9,,,,,,
17960,2011-06-21 14:15:00 UTC,172,26,73.78,1,2,1,121,4,,,,,,
17984,2011-07-17 15:59:00 UTC,146,48,152.68,1,3,1,131,5,,,,,,
14342,2011-11-18 13:21:00 UTC,22,21,668.56,3,2,2,322,7,,,,,,
13621,2011-08-15 08:26:00 UTC,117,19,213.85,2,2,1,221,5,,,,,,
17974,2011-11-15 11:37:00 UTC,25,165,703.99,3,4,3,343,10,,,,,,
17033,2011-09-14 14:34:00 UTC,87,28,1030.14,2,2,3,223,7,,,,,,
15506,2011-11-17 12:11:00 UTC,23,161,972.08,3,4,3,343,10,,,,,,
15281,2011-10-12 09:10:00 UTC,59,139,2332.15,2,4,4,244,10,,,,,,
17340,2011-11-10 10:45:00 UTC,30,407,12353.29,3,4,4,344,11,,,,,,
17859,2011-02-08 10:32:00 UTC,305,23,141.92,1,2,1,121,4,,,,,,
15044,2011-11-20 13:20:00 UTC,20,444,7634.73,3,4,4,344,11,,,,,,
14541,2011-10-12 10:08:00 UTC,59,105,1453.35,2,4,3,243,9,,,,,,
14293,2011-12-06 15:17:00 UTC,4,61,1046.56,4,3,3,433,10,,,,,,
14087,2011-12-07 12:41:00 UTC,3,68,191.47,4,3,1,431,8,,,,,,
14532,2011-04-17 13:05:00 UTC,237,64,932.85,1,3,3,133,7,,,,,,
16488,2011-11-06 13:42:00 UTC,34,29,498.8,3,2,2,322,7,,,,,,
17348,2011-11-25 11:25:00 UTC,15,213,1156.6,4,4,3,443,11,,,,,,
14048,2011-02-07 14:53:00 UTC,306,85,409.93,1,3,2,132,6,,,,,,
18041,2011-11-28 11:39:00 UTC,12,458,4097.37,4,4,4,444,12,,,,,,
15053,2011-12-05 12:08:00 UTC,5,69,693.95,4,3,3,433,10,,,,,,
17964,2011-11-08 10:44:00 UTC,32,98,463.21,3,4,2,342,9,,,,,,
18015,2011-12-05 14:49:00 UTC,5,46,120.03,4,3,1,431,8,,,,,,
17516,2011-11-24 16:51:00 UTC,16,135,764.88,4,4,3,443,11,,,,,,
14963,2011-11-30 12:16:00 UTC,10,192,1472.34,4,4,3,443,11,,,,,,
14722,2011-07-15 14:58:00 UTC,148,28,180.42,1,2,1,121,4,,,,,,
17848,2011-09-19 16:49:00 UTC,82,51,901.2,2,3,3,233,8,,,,,,
12743,2011-07-28 16:21:00 UTC,135,131,540.13,2,4,2,242,8,,,,,,
17360,2011-11-22 13:11:00 UTC,18,125,568.24,3,4,2,342,9,,,,,,
17912,2011-02-02 14:25:00 UTC,311,37,310.06,1,2,2,122,5,,,,,,
15117,2011-11-25 08:12:00 UTC,15,79,1551.78,4,3,3,433,10,,,,,,
13848,2011-09-08 12:58:00 UTC,93,5,1255,2,1,3,213,6,,,,,,
16308,2011-11-02 11:24:00 UTC,38,4,2560,3,1,4,314,8,,,,,,
13052,2011-05-11 14:12:00 UTC,213,18,348.15,1,2,2,122,5,,,,,,
15351,2011-11-27 12:52:00 UTC,13,219,1934.66,4,4,4,444,12,,,,,,
18009,2011-04-18 13:36:00 UTC,236,31,247.39,1,2,1,121,4,,,,,,
15800,2011-08-24 14:23:00 UTC,108,117,696.89,2,4,3,243,9,,,,,,
14710,2011-11-25 14:53:00 UTC,15,136,599.48,4,4,2,442,10,,,,,,
18077,2011-12-01 13:32:00 UTC,9,223,2584.41,4,4,4,444,12,,,,,,
13742,2011-11-23 11:07:00 UTC,17,313,3107.87,4,4,4,444,12,,,,,,
12576,2011-11-04 10:11:00 UTC,36,88,1315.83,3,3,3,333,9,,,,,,
16433,2011-11-11 14:09:00 UTC,29,17,184.26,3,2,1,321,6,,,,,,
14651,2011-10-03 15:52:00 UTC,68,101,653.75,2,4,2,242,8,,,,,,
13630,2011-12-04 15:16:00 UTC,6,71,2031.78,4,3,4,434,11,,,,,,
13439,2011-03-29 14:20:00 UTC,256,54,283.71,1,3,1,131,5,,,,,,
17362,2011-04-14 14:43:00 UTC,240,35,312.23,1,2,2,122,5,,,,,,
13841,2011-04-01 12:10:00 UTC,253,1,85,1,1,1,111,3,,,,,,
13881,2011-12-06 12:50:00 UTC,4,178,17159.52,4,4,4,444,12,,,,,,
13435,2011-12-04 14:45:00 UTC,6,101,3809.89,4,4,4,444,12,,,,,,
13396,2011-11-10 16:59:00 UTC,30,43,1360.99,3,3,3,333,9,,,,,,
14503,2011-12-06 13:30:00 UTC,4,164,3543.26,4,4,4,444,12,,,,,,
14715,2011-11-15 12:10:00 UTC,25,71,867.38,3,3,3,333,9,,,,,,
18097,2011-12-02 11:16:00 UTC,8,106,2662.4,4,4,4,444,12,,,,,,
18072,2011-06-07 10:44:00 UTC,186,18,247.44,1,2,1,121,4,,,,,,
13092,2011-09-30 11:18:00 UTC,71,25,477.83,2,2,2,222,6,,,,,,
14124,2011-09-16 13:32:00 UTC,85,5,419.58,2,1,2,212,5,,,,,,
14382,2011-11-13 16:18:00 UTC,27,126,615.49,3,4,2,342,9,,,,,,
14383,2011-11-01 15:53:00 UTC,39,59,1247.69,3,3,3,333,9,,,,,,
17227,2011-11-21 10:51:00 UTC,19,47,939.32,3,3,3,333,9,,,,,,
15721,2011-11-28 12:14:00 UTC,12,84,471.4,4,3,2,432,9,,,,,,
18033,2011-10-05 17:28:00 UTC,66,33,93.82,2,2,1,221,5,,,,,,
15988,2011-11-20 13:23:00 UTC,20,26,156.78,3,2,1,321,6,,,,,,
13949,2011-12-07 09:35:00 UTC,3,160,2427.32,4,4,4,444,12,,,,,,
13186,2011-10-31 11:40:00 UTC,40,79,1575.89,3,3,3,333,9,,,,,,
13189,2011-11-21 10:39:00 UTC,19,29,260.68,3,2,1,321,6,,,,,,
14748,2011-11-10 18:33:00 UTC,30,89,1415.75,3,3,3,333,9,,,,,,
15799,2011-09-25 12:46:00 UTC,76,98,884.14,2,4,3,243,9,,,,,,
16843,2011-10-28 09:06:00 UTC,43,378,10196.57,3,4,4,344,11,,,,,,
17612,2011-10-17 14:59:00 UTC,54,135,2048.45,2,4,4,244,10,,,,,,
13265,2011-10-17 15:02:00 UTC,54,90,2092.66,2,3,4,234,9,,,,,,
16603,2011-09-26 10:06:00 UTC,75,34,482.47,2,2,2,222,6,,,,,,
17125,2011-10-20 14:41:00 UTC,51,35,230.5,2,2,1,221,5,,,,,,
14572,2011-12-06 14:40:00 UTC,4,262,2804.54,4,4,4,444,12,,,,,,
17651,2011-11-28 10:29:00 UTC,12,232,3945,4,4,4,444,12,,,,,,
16629,2011-09-27 10:34:00 UTC,74,60,408.63,2,3,2,232,7,,,,,,
13822,2011-12-04 12:13:00 UTC,6,96,632,4,3,2,432,9,,,,,,
15714,2011-11-28 11:26:00 UTC,12,34,330.03,4,2,2,422,8,,,,,,
13533,2011-06-10 11:54:00 UTC,183,75,269.09,1,3,1,131,5,,,,,,
12909,2011-10-31 12:43:00 UTC,40,91,2178.67,3,3,4,334,10,,,,,,
14593,2011-11-18 12:48:00 UTC,22,151,617.15,3,4,2,342,9,,,,,,
14801,2011-10-09 15:24:00 UTC,62,57,189.34,2,3,1,231,6,,,,,,
16885,2011-11-24 13:40:00 UTC,16,96,450.41,4,3,2,432,9,,,,,,
15620,2011-10-14 12:41:00 UTC,57,100,1553.18,2,4,3,243,9,,,,,,
12586,2011-11-22 16:24:00 UTC,18,11,196.94,3,1,1,311,5,,,,,,
13868,2011-12-02 16:32:00 UTC,8,33,3192.54,4,2,4,424,10,,,,,,
13636,2011-11-03 10:30:00 UTC,37,63,949.12,3,3,3,333,9,,,,,,
15175,2011-09-29 11:31:00 UTC,72,23,224.14,2,2,1,221,5,,,,,,
16746,2011-12-05 12:33:00 UTC,5,444,6680.11,4,4,4,444,12,,,,,,
16050,2011-06-19 11:44:00 UTC,174,10,137.9,1,1,1,111,3,,,,,,
14272,2011-09-27 10:08:00 UTC,74,33,437.96,2,2,2,222,6,,,,,,
15839,2011-11-06 13:54:00 UTC,34,62,1048.49,3,3,3,333,9,,,,,,
17385,2011-11-25 11:02:00 UTC,15,45,256.11,4,3,1,431,8,,,,,,
12794,2011-10-17 14:54:00 UTC,54,45,860.41,2,3,3,233,8,,,,,,
14287,2011-12-01 13:25:00 UTC,9,9,176.63,4,1,1,411,6,,,,,,
16442,2011-12-08 11:43:00 UTC,2,171,609.3,4,4,2,442,10,,,,,,
16007,2011-10-23 11:05:00 UTC,48,381,1693.81,3,4,4,344,11,,,,,,
16330,2011-11-22 12:24:00 UTC,18,39,251.91,3,2,1,321,6,,,,,,
14121,2011-12-06 12:19:00 UTC,4,159,2780.15,4,4,4,444,12,,,,,,
17451,2011-12-08 15:02:00 UTC,2,100,1721.4,4,4,4,444,12,,,,,,
15916,2011-11-23 13:46:00 UTC,17,151,1502.86,4,4,3,443,11,,,,,,
16463,2011-11-18 14:01:00 UTC,22,82,1422.4,3,3,3,333,9,,,,,,
16224,2011-10-13 17:51:00 UTC,58,96,1295.3,2,3,3,233,8,,,,,,
13678,2011-07-11 10:14:00 UTC,152,16,232.6,1,1,1,111,3,,,,,,
13755,2011-12-06 12:26:00 UTC,4,321,2108.06,4,4,4,444,12,,,,,,
16595,2011-10-09 13:15:00 UTC,62,85,360.16,2,3,2,232,7,,,,,,
14808,2011-10-31 12:21:00 UTC,40,231,2718.6,3,4,4,344,11,,,,,,
17884,2011-12-06 11:33:00 UTC,4,113,695.07,4,4,3,443,11,,,,,,
16406,2011-11-21 11:57:00 UTC,19,58,154.35,3,3,1,331,7,,,,,,
14730,2011-12-08 14:39:00 UTC,2,462,1897.57,4,4,4,444,12,,,,,,
14583,2011-12-04 12:32:00 UTC,6,302,986.96,4,4,3,443,11,,,,,,
18004,2010-12-12 13:47:00 UTC,363,37,157.92,1,2,1,121,4,,,,,,
16869,2011-11-17 12:02:00 UTC,23,127,817.12,3,4,3,343,10,,,,,,
17917,2011-10-25 13:20:00 UTC,46,92,335.03,3,3,2,332,8,,,,,,
15159,2011-12-08 12:05:00 UTC,2,710,18641.01,4,4,4,444,12,,,,,,
13656,2011-06-28 10:31:00 UTC,165,49,379.65,1,3,2,132,6,,,,,,
13669,2011-10-20 09:32:00 UTC,51,9,218.55,2,1,1,211,4,,,,,,
13430,2011-11-21 08:19:00 UTC,19,49,679.45,3,3,3,333,9,,,,,,
14314,2011-08-25 10:39:00 UTC,107,8,120,2,1,1,211,4,,,,,,
16367,2011-11-02 13:13:00 UTC,38,127,800.67,3,4,3,343,10,,,,,,
14591,2011-11-24 13:57:00 UTC,16,176,1320.21,4,4,3,443,11,,,,,,
17221,2011-12-02 13:35:00 UTC,8,62,334.48,4,3,2,432,9,,,,,,
17545,2011-10-27 14:04:00 UTC,44,141,642.32,3,4,2,342,9,,,,,,
15862,2011-12-01 13:28:00 UTC,9,147,832.88,4,4,3,443,11,,,,,,
16549,2011-11-29 15:06:00 UTC,11,925,4034.9,4,4,4,444,12,,,,,,
14997,2011-10-24 13:28:00 UTC,47,26,546.2,3,2,2,322,7,,,,,,
16386,2011-11-11 12:28:00 UTC,29,81,302.57,3,3,1,331,7,,,,,,
16306,2011-05-10 12:12:00 UTC,214,41,632.27,1,3,2,132,6,,,,,,
12957,2011-11-30 09:53:00 UTC,10,238,4017.54,4,4,4,444,12,,,,,,
12985,2011-12-09 10:46:00 UTC,1,76,1239.38,4,3,3,433,10,,,,,,
15829,2011-09-01 16:45:00 UTC,100,51,636.14,2,3,2,232,7,,,,,,
17370,2011-09-28 10:14:00 UTC,73,33,446.18,2,2,2,222,6,,,,,,
15330,2011-11-07 17:50:00 UTC,33,13,714.96,3,1,3,313,7,,,,,,
17752,2010-12-15 16:19:00 UTC,360,1,80.64,1,1,1,111,3,,,,,,
16284,2011-11-08 16:12:00 UTC,32,103,812.68,3,4,3,343,10,,,,,,
14093,2011-11-27 16:27:00 UTC,13,100,433.86,4,4,2,442,10,,,,,,
14390,2011-11-29 13:49:00 UTC,11,284,4642.57,4,4,4,444,12,,,,,,
14903,2011-11-18 16:07:00 UTC,22,350,2795.33,3,4,4,344,11,,,,,,
14449,2011-11-21 12:06:00 UTC,19,250,885.8,3,4,3,343,10,,,,,,
17793,2011-11-14 14:24:00 UTC,26,52,300.34,3,3,1,331,7,,,,,,
17289,2011-11-08 12:01:00 UTC,32,104,931.02,3,4,3,343,10,,,,,,
17297,2011-11-22 14:43:00 UTC,18,49,128.18,3,3,1,331,7,,,,,,
16347,2011-11-28 13:14:00 UTC,12,85,847.45,4,3,3,433,10,,,,,,
13137,2011-11-29 12:09:00 UTC,11,687,3603.29,4,4,4,444,12,,,,,,
14204,2011-12-07 13:38:00 UTC,3,39,150.61,4,2,1,421,7,,,,,,
16360,2011-12-05 12:16:00 UTC,5,636,3450.41,4,4,4,444,12,,,,,,
15527,2011-11-21 12:17:00 UTC,19,162,2428.53,3,4,4,344,11,,,,,,
14083,2011-12-05 13:14:00 UTC,5,177,1002.9,4,4,3,443,11,,,,,,
17418,2011-10-28 13:00:00 UTC,43,30,463.46,3,2,2,322,7,,,,,,
17188,2011-11-28 13:53:00 UTC,12,84,2474.23,4,3,4,434,11,,,,,,
14631,2011-10-20 11:17:00 UTC,51,41,1006.98,2,3,3,233,8,,,,,,
16120,2011-10-11 14:22:00 UTC,60,30,1309.14,2,2,3,223,7,,,,,,
18218,2011-05-12 12:53:00 UTC,212,20,641.92,1,2,2,122,5,,,,,,
14395,2011-12-07 14:34:00 UTC,3,348,3479.91,4,4,4,444,12,,,,,,
14662,2011-11-11 12:13:00 UTC,29,157,741.37,3,4,3,343,10,,,,,,
17238,2011-12-07 11:35:00 UTC,3,555,3719.1,4,4,4,444,12,,,,,,
15819,2011-10-21 14:50:00 UTC,50,123,1905.45,3,4,4,344,11,,,,,,
16049,2011-10-30 13:19:00 UTC,41,299,1074.81,3,4,3,343,10,,,,,,
15373,2011-12-01 15:05:00 UTC,9,132,2415.91,4,4,4,444,12,,,,,,
14499,2011-11-13 13:01:00 UTC,27,190,808.44,3,4,3,343,10,,,,,,
12851,2011-09-04 12:41:00 UTC,97,47,131.81,2,3,1,231,6,,,,,,
16033,2011-12-04 12:44:00 UTC,6,1128,8778.82,4,4,4,444,12,,,,,,
15923,2010-12-02 12:16:00 UTC,373,21,127.08,1,2,1,121,4,,,,,,
15484,2011-12-08 15:03:00 UTC,2,187,3590.41,4,4,4,444,12,,,,,,
14725,2011-11-15 12:42:00 UTC,25,47,655.58,3,3,2,332,8,,,,,,
16052,2011-10-16 15:13:00 UTC,55,34,362.06,2,2,2,222,6,,,,,,
17864,2011-11-27 11:15:00 UTC,13,90,554.85,4,3,2,432,9,,,,,,
15601,2011-11-28 15:15:00 UTC,12,410,6776.56,4,4,4,444,12,,,,,,
14597,2011-11-28 13:13:00 UTC,12,47,866.24,4,3,3,433,10,,,,,,
14675,2011-11-23 12:58:00 UTC,17,97,596.36,4,3,2,432,9,,,,,,
17286,2011-11-18 12:47:00 UTC,22,44,151.37,3,3,1,331,7,,,,,,
14482,2011-11-21 13:14:00 UTC,19,137,2022.81,3,4,4,344,11,,,,,,
14688,2011-12-02 12:26:00 UTC,8,324,5579.1,4,4,4,444,12,,,,,,
13566,2011-10-30 11:59:00 UTC,41,169,856.84,3,4,3,343,10,,,,,,
17284,2011-10-10 14:38:00 UTC,61,291,1647.48,2,4,3,243,9,,,,,,
14092,2011-12-02 12:13:00 UTC,8,214,4076.91,4,4,4,444,12,,,,,,
17696,2011-11-01 13:43:00 UTC,39,115,2285.71,3,4,4,344,11,,,,,,
16951,2011-07-28 12:05:00 UTC,135,86,1277.75,2,3,3,233,8,,,,,,
14142,2010-12-01 16:33:00 UTC,374,22,311.81,1,2,2,122,5,,,,,,
14232,2011-10-28 11:09:00 UTC,43,115,2048.07,3,4,4,344,11,,,,,,
15815,2011-10-07 12:42:00 UTC,64,49,2100.6,2,3,4,234,9,,,,,,
15061,2011-12-06 12:06:00 UTC,4,403,54534.14,4,4,4,444,12,,,,,,
17886,2011-11-08 10:09:00 UTC,32,102,869.28,3,4,3,343,10,,,,,,
14098,2011-11-03 10:13:00 UTC,37,21,147.35,3,2,1,321,6,,,,,,
14649,2011-12-05 12:30:00 UTC,5,186,1402.59,4,4,3,443,11,,,,,,
14076,2011-08-02 15:19:00 UTC,130,44,118.67,2,3,1,231,6,,,,,,
15872,2011-11-25 11:55:00 UTC,15,108,316.25,4,4,2,442,10,,,,,,
14546,2011-12-04 13:00:00 UTC,6,397,2573.93,4,4,4,444,12,,,,,,
13280,2011-08-09 13:14:00 UTC,123,82,798.46,2,3,3,233,8,,,,,,
13601,2011-10-25 17:31:00 UTC,46,99,693.32,3,4,3,343,10,,,,,,
12391,2011-11-18 12:07:00 UTC,22,93,439.66,3,3,2,332,8,,,,,,
14716,2011-10-27 17:29:00 UTC,44,51,307.51,3,3,2,332,8,,,,,,
13971,2011-11-21 12:06:00 UTC,19,149,2758.26,3,4,4,344,11,,,,,,
13218,2011-08-04 16:59:00 UTC,128,5,62.64,2,1,1,211,4,,,,,,
14022,2011-04-28 14:39:00 UTC,226,28,440,1,2,2,122,5,,,,,,
17375,2011-05-24 15:45:00 UTC,200,69,400.1,1,3,2,132,6,,,,,,
15594,2011-11-24 08:53:00 UTC,16,103,1771.78,4,4,4,444,12,,,,,,
17908,2010-12-01 11:45:00 UTC,374,54,232.03,1,3,1,131,5,,,,,,
17346,2011-12-06 12:18:00 UTC,4,483,2622.88,4,4,4,444,12,,,,,,
13259,2011-10-09 10:48:00 UTC,62,81,283.18,2,3,1,231,6,,,,,,
17660,2011-07-21 13:37:00 UTC,142,38,178.75,2,2,1,221,5,,,,,,
15436,2011-11-27 16:05:00 UTC,13,291,1067.75,4,4,3,443,11,,,,,,
18067,2011-10-30 15:58:00 UTC,41,37,396.33,3,2,2,322,7,,,,,,
16945,2011-11-18 11:39:00 UTC,22,249,4345.5,3,4,4,344,11,,,,,,
16969,2011-10-31 13:12:00 UTC,40,42,650.41,3,3,2,332,8,,,,,,
13395,2011-06-07 15:04:00 UTC,186,21,307.72,1,2,2,122,5,,,,,,
17754,2011-12-09 11:20:00 UTC,1,89,1664.65,4,3,4,434,11,,,,,,
16287,2011-06-23 09:08:00 UTC,170,8,142.5,1,1,1,111,3,,,,,,
16550,2011-08-23 11:12:00 UTC,109,251,2298.97,2,4,4,244,10,,,,,,
14837,2011-09-11 10:58:00 UTC,90,108,1649.5,2,4,3,243,9,,,,,,
14085,2011-12-07 13:46:00 UTC,3,448,4421.29,4,4,4,444,12,,,,,,
14609,2011-09-28 12:54:00 UTC,73,4,601.56,2,1,2,212,5,,,,,,
16422,2011-11-22 14:00:00 UTC,18,369,34684.4,3,4,4,344,11,,,,,,
17464,2011-07-04 13:19:00 UTC,159,9,289.96,1,1,1,111,3,,,,,,
17211,2011-11-13 12:03:00 UTC,27,211,2317.22,3,4,4,344,11,,,,,,
16719,2011-11-25 09:27:00 UTC,15,196,1770.22,4,4,4,444,12,,,,,,
14676,2011-11-08 13:29:00 UTC,32,42,2548.24,3,3,4,334,10,,,,,,
14432,2011-11-30 08:04:00 UTC,10,377,2248.5,4,4,4,444,12,,,,,,
17790,2011-11-13 11:30:00 UTC,27,189,1964.3,3,4,4,344,11,,,,,,
13700,2011-11-13 13:00:00 UTC,27,194,2248.63,3,4,4,344,11,,,,,,
13978,2011-11-25 11:36:00 UTC,15,15,196.79,4,1,1,411,6,,,,,,
17588,2011-08-31 13:37:00 UTC,101,23,1240.2,2,2,3,223,7,,,,,,
14578,2011-12-06 17:18:00 UTC,4,24,168.63,4,2,1,421,7,,,,,,
15356,2011-11-08 13:11:00 UTC,32,499,2718.03,3,4,4,344,11,,,,,,
16340,2011-08-24 14:53:00 UTC,108,141,534.31,2,4,2,242,8,,,,,,
16809,2011-11-16 15:45:00 UTC,24,149,914.69,3,4,3,343,10,,,,,,
16470,2011-10-19 12:11:00 UTC,52,164,752.77,2,4,3,243,9,,,,,,
17861,2011-12-06 16:21:00 UTC,4,219,2097.88,4,4,4,444,12,,,,,,
14587,2011-11-21 11:34:00 UTC,19,371,1580.29,3,4,3,343,10,,,,,,
14595,2011-11-20 12:12:00 UTC,20,102,1740.6,3,4,4,344,11,,,,,,
16131,2011-10-19 11:53:00 UTC,52,78,3506.54,2,3,4,234,9,,,,,,
14869,2011-12-01 12:36:00 UTC,9,70,721.45,4,3,3,433,10,,,,,,
16153,2011-10-21 10:50:00 UTC,50,89,1824.23,3,3,4,334,10,,,,,,
15646,2011-07-05 09:53:00 UTC,158,35,447.64,1,2,2,122,5,,,,,,
15416,2011-10-06 09:38:00 UTC,65,192,3984.32,2,4,4,244,10,,,,,,
17218,2011-12-05 13:52:00 UTC,5,271,1951.97,4,4,4,444,12,,,,,,
16713,2011-11-21 12:36:00 UTC,19,619,6910.78,3,4,4,344,11,,,,,,
16726,2011-11-13 14:53:00 UTC,27,178,1358.74,3,4,3,343,10,,,,,,
16984,2011-09-12 13:43:00 UTC,89,400,4459.52,2,4,4,244,10,,,,,,
13659,2011-05-18 12:37:00 UTC,206,103,1563,1,4,3,143,8,,,,,,
16735,2011-09-22 11:49:00 UTC,79,116,2247.41,2,4,4,244,10,,,,,,
17768,2011-12-01 13:22:00 UTC,9,98,2081.9,4,4,4,444,12,,,,,,
17001,2011-12-09 09:38:00 UTC,1,169,3989.57,4,4,4,444,12,,,,,,
12920,2011-11-22 15:05:00 UTC,18,27,162.78,3,2,1,321,6,,,,,,
13982,2011-10-31 16:24:00 UTC,40,111,1871.81,3,4,4,344,11,,,,,,
17827,2011-12-04 15:00:00 UTC,6,215,1987.33,4,4,4,444,12,,,,,,
17602,2011-12-07 13:53:00 UTC,3,551,5054.42,4,4,4,444,12,,,,,,
17604,2011-05-06 13:43:00 UTC,218,63,309.36,1,3,2,132,6,,,,,,
14547,2011-12-06 11:06:00 UTC,4,355,3974.75,4,4,4,444,12,,,,,,
15059,2011-10-30 11:35:00 UTC,41,237,1337.72,3,4,3,343,10,,,,,,
17367,2011-04-15 14:21:00 UTC,239,33,167.55,1,2,1,121,4,,,,,,
16368,2011-12-07 13:12:00 UTC,3,69,479.91,4,3,2,432,9,,,,,,
15860,2011-10-30 11:25:00 UTC,41,139,965.16,3,4,3,343,10,,,,,,
16376,2011-12-01 11:38:00 UTC,9,122,974.96,4,4,3,443,11,,,,,,
17914,2011-12-06 11:58:00 UTC,4,75,329.36,4,3,2,432,9,,,,,,
17111,2011-10-23 15:59:00 UTC,48,29,231.61,3,2,1,321,6,,,,,,
14135,2011-12-08 11:38:00 UTC,2,134,4690.31,4,4,4,444,12,,,,,,
17985,2011-11-17 14:24:00 UTC,23,21,631.35,3,2,2,322,7,,,,,,
13124,2011-09-11 12:45:00 UTC,90,222,3756.33,2,4,4,244,10,,,,,,
13183,2011-12-02 10:30:00 UTC,8,94,3957.78,4,3,4,434,11,,,,,,
17812,2011-11-27 11:47:00 UTC,13,133,699.81,4,4,3,443,11,,,,,,
17969,2011-06-26 13:00:00 UTC,167,14,228.2,1,1,1,111,3,,,,,,
13146,2011-11-13 15:29:00 UTC,27,17,228.91,3,2,1,321,6,,,,,,
15756,2011-10-09 13:30:00 UTC,62,191,528.01,2,4,2,242,8,,,,,,
15466,2011-09-15 14:08:00 UTC,86,57,334.53,2,3,2,232,7,,,,,,
17303,2010-12-13 13:32:00 UTC,362,53,250.04,1,3,1,131,5,,,,,,
15240,2011-10-26 09:50:00 UTC,45,78,1706.57,3,3,4,334,10,,,,,,
13468,2011-12-08 10:39:00 UTC,2,302,5704.97,4,4,4,444,12,,,,,,
13304,2010-12-23 14:35:00 UTC,352,21,300.42,1,2,1,121,4,,,,,,
14099,2011-11-23 13:53:00 UTC,17,250,3104.17,4,4,4,444,12,,,,,,
15379,2011-06-23 13:13:00 UTC,170,194,3703.29,1,4,4,144,9,,,,,,
13718,2011-04-07 13:24:00 UTC,247,12,306.55,1,1,2,112,4,,,,,,
17105,2011-07-03 15:53:00 UTC,160,90,665.78,1,3,2,132,6,,,,,,
14104,2011-07-08 12:50:00 UTC,155,21,216.21,1,2,1,121,4,,,,,,
15858,2011-11-24 12:48:00 UTC,16,188,1427.57,4,4,3,443,11,,,,,,
12875,2011-07-19 15:30:00 UTC,144,2,343.23,1,1,2,112,4,,,,,,
15296,2011-10-20 11:47:00 UTC,51,194,3672.86,2,4,4,244,10,,,,,,
17758,2011-11-20 14:45:00 UTC,20,404,3408.2,3,4,4,344,11,,,,,,
13451,2011-11-13 15:58:00 UTC,27,433,2898.26,3,4,4,344,11,,,,,,
13117,2011-11-18 12:02:00 UTC,22,76,984.91,3,3,3,333,9,,,,,,
16770,2011-10-13 12:21:00 UTC,58,140,757.1,2,4,3,243,9,,,,,,
13544,2011-10-31 11:57:00 UTC,40,78,276.06,3,3,1,331,7,,,,,,
16426,2011-12-07 14:01:00 UTC,3,353,1863.76,4,4,4,444,12,,,,,,
17634,2011-11-03 13:09:00 UTC,37,296,2358.59,3,4,4,344,11,,,,,,
14107,2011-10-19 12:12:00 UTC,52,123,2703.23,2,4,4,244,10,,,,,,
17041,2011-11-13 11:21:00 UTC,27,69,1071.49,3,3,3,333,9,,,,,,
13028,2011-11-17 11:10:00 UTC,23,45,661.32,3,3,2,332,8,,,,,,
